,title,year,certificate,duration,genre,rating,description,votes
1889,Ouran High School Host Club,(2006),TV-14,24 min,"Animation, Comedy, Romance",8.2,"A girl at a prestigious school befriends the members of a ""host club"".","10,124"
1890,Untold: Malice at the Palace,(2021),TV-MA,68 min,"Documentary, Crime, Sport",7.5,"A brawl broke out near the end of a game between the Indiana Pacers and the Detroit Pistons on November 19, 2004. Nearly 17 years later, we re-examine that night and all the consequences that came from it.","8,438"
1891,The Queen of Black Magic,(2019),Not Rated,99 min,"Drama, Horror, Mystery",6.5,"Families were terrorized at the orphanage. Someone wants them dead, apparently with black magic that is very deadly. She has a grudge and she was also born because of the sins of the orphans who formed her into the Queen of Black Magic.","2,411"
1892,The Indian Detective,(2017),,44 min,"Comedy, Crime, Drama",6.5,A Toronto police officer investigates a murder while visiting his father in India.,"3,200"
1893,Iron Chef: Quest for an Iron Legend,(2022– ),TV-G,45 min,"Game-Show, Reality-TV",7.2,"Features five new Iron Chefs who welcome Challenger Chefs to face off and cook up their best culinary creations to become the first ever ""Iron Legend.""",685
1894,Fight for My Way,(2017),,70 min,"Comedy, Romance",8.1,"Ko Dong Man, a high school Taekwondo champion who is now pursuing a career in the UFC, and Choi Ae Ra, a dynamic girl whose desire is to become a famous announcer, have been best friends ...                See full summary »","6,422"
1895,Samurai Rabbit: The Usagi Chronicles,(2022– ),TV-Y7,25 min,"Animation, Action, Adventure",6.4,"Teenage Rabbit Samurai Yuichi, a descendant of the great warrior Miyamoto Usagi, embarks on an epic quest to become a true samurai.",466
1896,Spriggan,(2022– ),TV-MA,45 min,"Animation, Action, Adventure",6.9,An ancient alien civilization's relics on Earth hold dangerous powers. The ARCAM corporation's Spriggan agents must keep them out of the wrong hands.,931
1897,The Last Mercenary,(2021),TV-MA,110 min,"Action, Adventure, Comedy",5.3,"A mysterious former secret service agent must urgently return to France when his estranged son is falsely accused of arms and drug trafficking by the government, following a blunder by an overzealous bureaucrat and a mafia operation.","8,638"
1898,Leave the World Behind,,,,Drama,,Family drama based on the upcoming novel by Rumaan Alam.,
1899,High-Rise Invasion,(2021– ),TV-MA,25 min,"Animation, Action, Horror",6.5,"High schooler Yuri finds herself atop a skyscraper in a strange world, where she must survive against masked assailants bent on killing their prey.","3,062"
1900,Initial D,(2005),TV-PG,107 min,"Action, Comedy, Drama",6.3,"After winning his first competition, Takumi focuses his attention on drift racing, a sport he has unknowingly perfected while delivering tofu in his father's Toyota AE86.","8,806"
1901,Lift,(XI),,,"Action, Crime, Drama",,Follows a female master thief and her ex-boyfriend who team up to steal $100 million in gold bullion being transported on a 777 passenger flight.,
1902,Great Pretender,(2020– ),TV-MA,23 min,"Animation, Action, Adventure",7.9,"A Japanese conman crosses paths with a French rival, and gets entangled in conspiracies and scams beyond his wildest dreams.","5,163"
1903,The Last Summer,(2019),TV-14,109 min,"Comedy, Romance",5.5,"Standing on the precipice of adulthood, a group of friends navigate new relationships, while reexamining others, during their final summer before college.","13,313"
1904,Ethos,(2020),TV-MA,50 min,"Drama, Thriller",8.5,"A group of unique characters from dramatically different socio-cultural backgrounds meeting in startling circumstances in the vibrant and colorful city of Istanbul, - some by chance and some by force of will.","26,869"
1905,A Week Away,(2021),TV-PG,94 min,"Drama, Family, Musical",5.7,"With nowhere left to go, Will Hawkins finds himself at camp for the first time. His instinct is to run, but he finds a friend, a father figure, and even a girl who awakens his heart. Most of all, he finally finds a home.","4,749"
1906,The Puppet Master: Hunting the Ultimate Conman,(2022),TV-MA,127 min,"Documentary, Crime",7.0,"In this harrowing docuseries, a cruel conman masquerading as a British spy manipulates and steals from his victims, leaving ruined families in his wake.","7,000"
1907,The Movies That Made Us,(2019– ),TV-PG,44 min,"Documentary, Family, History",7.6,"Unwrap the real stories behind these iconic Christmas blockbusters, thanks to insider interviews and behind-the-scenes peeks.","6,449"
1908,The Gunman,(2015),R,115 min,"Action, Adventure, Crime",5.8,"A sniper on a mercenary assassination team kills the minister of mines of the Congo. Terrier's successful kill shot forces him into hiding. Returning to the Congo years later, he becomes the target of a hit squad himself.","41,280"
1909,Badla,(2019),Not Rated,118 min,"Crime, Drama, Mystery",7.8,A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,"28,099"
1910,White as Snow,(2019),,112 min,"Comedy, Drama",5.3,"Claire, a beautiful young woman works at her late father's hotel that is now managed by her evil stepmother Maud. Claire unwittingly sparks uncontrollable jealousy in Maud, whose young ...                See full summary »","1,202"
1911,A Whisker Away,(2020),TV-PG,104 min,"Animation, Adventure, Drama",6.7,"Miyo Sasaki is in love with her classmate Kento Hinode and tries repeatedly to get Kento's attention by transforming into a cat, but at some point, the boundary between herself and the cat becomes ambiguous.","10,216"
1912,Centaurworld,(2021),TV-Y7,25 min,"Animation, Short, Adventure",7.6,"A hardened war horse transported away from battle finds herself in a land that's inhabited by silly, singing centaurs of all shapes and sizes.","2,151"
1913,Little Evil,(2017),TV-MA,94 min,"Comedy, Fantasy, Horror",5.7,"Gary, who has just married Samantha, the woman of his dreams, discovers that her six-year-old son may be the Antichrist.","21,604"
1914,Sightless,(2020),Unrated,89 min,"Drama, Thriller",5.5,"After an attack renders her blind, Ellen Ashland withdraws from the world to recover. But soon she plunges into paranoia, unable to convince anyone that her assailant has returned to terrorize her by hiding in plain sight.","8,629"
1915,People Like Us,(2012),PG-13,114 min,"Comedy, Drama",7.0,"While settling his recently deceased father's estate, a salesman discovers he has a sister whom he never knew about, leading both siblings to re-examine their perceptions about family and life choices.","43,248"
1916,Green Eggs and Ham,(2019– ),TV-Y7,26 min,"Animation, Adventure, Comedy",8.1,"An animated series based on the popular Dr. Seuss story ""Green Eggs and Ham.""","2,703"
1917,Our Great National Parks,(2022),TV-PG,50 min,Documentary,7.9,A five-part documentary series about the world's most breathtaking national parks and the wildlife that live there.,"1,995"
1918,Silverton Siege,(2022),TV-MA,100 min,"Action, Crime, Drama",6.2,"Follows three young freedom fighters who seek refuge in a South African bank in Silverton, and take the bank and its customers hostage and would only release them in exchange for the release of Nelson Mandela.","3,716"
1919,In the Shadow of Iris,(III) (2016),TV-MA,99 min,"Drama, Thriller",6.1,"Iris, young wife of a banker, disappears in Paris. Maybe a mechanic with many debts is involved in the strange affair. A really complicated job for the police.","4,393"
1920,In the Land of Saints and Sinners,,,,Thriller,,"In a remote Irish village, a damaged Finbar is forced to fight for redemption after a lifetime of sins, but what price is he willing to pay? In the land of saints and sinners, some sins can't be buried.",
1921,The Whole Truth,(2021),TV-MA,125 min,"Drama, Horror, Mystery",5.2,"When two siblings stumble on a strange hole in the wall of their grandparents' house, horrifying incidents reveal sinister secrets about their family.","3,507"
1922,The Open House,(2018),TV-MA,94 min,"Horror, Thriller",3.3,A teenager and his mother find themselves besieged by threatening forces when they move into a new house.,"34,572"
1923,Meteorological Administration People: Office Romance Cruelty,(2022– ),,60 min,"Drama, Romance",7.1,An office melodrama that depicts work life and love life of the people working in Korea Meteorological Administration which is hotter than tropical nights and more indispensable than local heavy rains.,"2,008"
1924,Ultraman,(2019– ),TV-14,25 min,"Animation, Action, Adventure",6.8,"Shinjiro Hayata learns that his father passed on the ""Ultraman Factor"" to him and fights against evil.","2,116"
1925,Blade of the Immortal,(2017),R,140 min,"Action, Drama, Fantasy",6.7,"Cursed with a life of immortality, a samurai is tasked by a young girl to help avenge the death of her father. Based on the manga series by Hiroaki Samura.","17,864"
1926,Viceroy's House,(2017),Not Rated,106 min,"Biography, Drama, History",6.7,"The final Viceroy of India, Louis Francis Albert Victor Nicholas Mountbatten, 1st Earl Mountbatten of Burma (Hugh Bonneville), is tasked with overseeing the transition of British India to independence, but meets with conflict as different sides clash in the face of monumental change.","8,032"
1927,Record of Youth,(2020),TV-14,70 min,"Drama, Romance",7.2,Two actors and a makeup artist fight to make their own way in a world that weighs the backgrounds they were born into more than their dreams.,"2,506"
1928,Age of Youth,(2016–2017),TV-14,60 min,"Comedy, Drama, Romance",8.3,"5 college students, from different walks of life end up living together in a fictional house share called Belle Epoque","2,274"
1929,Liar,(2020),,50 min,Thriller,6.4,A literature teacher suspects that a well-respected surgeon has drugged her and begins a legal case against him.,"1,485"
1930,Yara,(2021),TV-14,96 min,"Crime, Drama, Thriller",6.3,A determined prosecutor becomes consumed with the case of a missing 13-year-old and goes to extreme lengths to get to the truth. Based on a real case.,"5,019"
1931,Spoiled Brats,(2021),TV-14,95 min,Comedy,6.0,"A millionaire wants to help his spoiled children be better people, so he tricks them and pretends that the family lost the fortune on which the entitled young people had relied.","6,018"
1932,Bordertown: The Mural Murders,(2021),,107 min,"Crime, Drama, Mystery",6.2,"When the imprisoned serial killer Lasse Maasalo's face and a text ""Let's make the world a better place"" are painted to an underpass with blood, Kari Sorjonen is forced to confront the most difficult case of his career.","2,358"
1933,Stone of Destiny,(2008),PG,96 min,"Adventure, Comedy, Crime",6.7,"The story of Ian Hamilton, a dedicated nationalist who reignited Scottish national pride in the 1950s with his daring raid on the heart of England to bring the Stone of Scone back to Scotland.","4,114"
1934,Haunted,(2018– ),TV-MA,24 min,"Horror, Reality-TV",4.6,"A chilling glimpse into the first-person accounts from people who have witnessed horrifying, peculiar, extraordinary supernatural events and other unexplained phenomena that continue to haunt them.","3,267"
1935,Midnight Diner,(2009–2014),,24 min,Drama,8.6,"Shinya Shokudo is a tv series from Japan since 2009. It tells many stories about ordinary people eat in shinya shokudo, which means a restaurant at midnight. This small restaurant opens from 12 in the evening to 7 in the morning.","2,331"
1936,Death Warrant,(1990),R,89 min,"Action, Crime, Mystery",5.6,"In a violent and corrupt prison, decorated cop Louis Burke must infiltrate the jail to find answers to a number of inside murders. What he finds is a struggle of life and death tied in to his own past.","19,026"
